dataset,fpr,tpr,threshold,auc
BIPIA,0.1375,0.15583333333333332,-0.3309463560581207,0.5383586805555555
BIPIA,0.1375,0.15666666666666668,-0.3306843340396881,0.5383586805555555
BIPIA,0.1375,0.1575,-0.3291153907775879,0.5383586805555555
BIPIA,0.1375,0.15833333333333333,-0.32823705673217773,0.5383586805555555
BIPIA,0.13833333333333334,0.15833333333333333,-0.3258981704711914,0.5383586805555555
BIPIA,0.13833333333333334,0.15916666666666668,-0.32584893703460693,0.5383586805555555
BIPIA,0.13916666666666666,0.15916666666666668,-0.3255811333656311,0.5383586805555555
BIPIA,0.13916666666666666,0.16,-0.3254338204860687,0.5383586805555555
BIPIA,0.13916666666666666,0.16083333333333333,-0.32463937997817993,0.5383586805555555
BIPIA,0.13916666666666666,0.16166666666666665,-0.32451456785202026,0.5383586805555555
BIPIA,0.13916666666666666,0.1625,-0.32367005944252014,0.5383586805555555
BIPIA,0.14,0.1625,-0.3233749568462372,0.5383586805555555
BIPIA,0.14083333333333334,0.1625,-0.32326602935791016,0.5383586805555555
BIPIA,0.14166666666666666,0.16333333333333333,-0.3217666447162628,0.5383586805555555
BIPIA,0.14166666666666666,0.16416666666666666,-0.32125917077064514,0.5383586805555555
BIPIA,0.14166666666666666,0.165,-0.31898772716522217,0.5383586805555555
BIPIA,0.14166666666666666,0.16583333333333333,-0.3184707760810852,0.5383586805555555
BIPIA,0.14166666666666666,0.16666666666666666,-0.3182471990585327,0.5383586805555555
BIPIA,0.14166666666666666,0.1675,-0.31744638085365295,0.5383586805555555
BIPIA,0.1425,0.1675,-0.3159874975681305,0.5383586805555555
BIPIA,0.1425,0.16833333333333333,-0.31552523374557495,0.5383586805555555
BIPIA,0.1425,0.16916666666666666,-0.3150392770767212,0.5383586805555555
BIPIA,0.14333333333333334,0.16916666666666666,-0.3139329254627228,0.5383586805555555
BIPIA,0.14416666666666667,0.17,-0.31372204422950745,0.5383586805555555
BIPIA,0.14416666666666667,0.17083333333333334,-0.3120304048061371,0.5383586805555555
BIPIA,0.145,0.17083333333333334,-0.3119603991508484,0.5383586805555555
BIPIA,0.145,0.17166666666666666,-0.3102257549762726,0.5383586805555555
BIPIA,0.14583333333333334,0.17166666666666666,-0.30806219577789307,0.5383586805555555
BIPIA,0.14583333333333334,0.1725,-0.3072204291820526,0.5383586805555555
BIPIA,0.14666666666666667,0.1725,-0.30629295110702515,0.5383586805555555
BIPIA,0.14666666666666667,0.17333333333333334,-0.30463966727256775,0.5383586805555555
BIPIA,0.1475,0.17333333333333334,-0.30259478092193604,0.5383586805555555
BIPIA,0.14833333333333334,0.17333333333333334,-0.30166083574295044,0.5383586805555555
BIPIA,0.14916666666666667,0.17333333333333334,-0.3009284734725952,0.5383586805555555
BIPIA,0.15,0.17333333333333334,-0.29999861121177673,0.5383586805555555
BIPIA,0.15,0.17416666666666666,-0.2991258502006531,0.5383586805555555
BIPIA,0.15083333333333335,0.17416666666666666,-0.2984844446182251,0.5383586805555555
